wire_id,device_type,serial_number,enabled,fw_version
C19062062930,Charge 4,,false,APP48.20001.96.29 BSL48.0.0 PERIPH|BT_RADIO|5.7.209|0 PERIPH|BT_NFC|48.2.24|0 PERIPH|TOUCH|6.3.0|0 PERIPH|GPS|48.0.12|0 ASSETS|1|3010
