user_id,tracker_id,mobile_app_name,is_app_enabled,show_partial_message,is_default_message_app,created_on,modified_on
178628963,2394375887,com.linkedin.LinkedIn,false,false,false,2023-09-21T08:09:45.000Z,2023-09-21T08:09:45.000Z
178628963,2394375887,com.fitbit.FitbitMobile,false,false,false,2023-09-21T19:42:51.000Z,2023-09-21T19:42:51.000Z
178628963,2394375887,com.microsoft.Office.Outlook,false,false,false,2023-09-21T08:09:45.000Z,2023-09-21T08:09:45.000Z
178628963,2394375887,com.apple.reminders,false,false,false,2023-09-21T08:09:45.000Z,2023-09-21T08:09:45.000Z
178628963,2394375887,com.google.Gmail,false,false,false,2023-09-20T19:30:37.000Z,2023-09-20T19:30:37.000Z
178628963,2394375887,com.amazon.Amazon,false,false,false,2023-09-22T04:20:17.000Z,2023-09-22T04:20:17.000Z
178628963,2394375887,com.burbn.instagram,false,false,false,2023-09-20T19:35:49.000Z,2023-09-20T19:35:49.000Z
178628963,2394375887,com.tinyspeck.chatlyio,false,false,false,2023-09-20T19:50:54.000Z,2023-09-20T19:50:54.000Z
178628963,2394375887,com.toyopagroup.picaboo,false,false,false,2023-09-21T08:09:45.000Z,2023-09-21T08:09:45.000Z
178628963,2394375887,com.apple.facetime,false,false,false,2023-09-22T02:18:02.000Z,2023-09-22T02:18:02.000Z
178628963,2394375887,com.ubercab.UberEats,false,false,false,2023-09-24T20:09:51.000Z,2023-09-24T20:09:51.000Z
178628963,2394375887,com.apple.cmas,false,false,false,2023-09-25T14:40:41.000Z,2023-09-25T14:40:41.000Z
178628963,2394375887,com.apple.news,false,false,false,2023-09-21T08:09:45.000Z,2023-09-21T08:09:45.000Z
178628963,2394375887,com.apple.mobileslideshow,false,false,false,2023-09-21T18:26:55.000Z,2023-09-21T18:26:55.000Z
178628963,2394375887,com.life360.safetymap,false,false,false,2023-09-21T21:14:03.000Z,2023-09-21T21:14:03.000Z
178628963,2394375887,com.groupme.iphone-app,false,false,false,2023-09-20T19:15:27.000Z,2023-09-20T19:15:27.000Z
178628963,2394375887,com.duosecurity.DuoMobile,false,false,false,2023-09-22T03:49:55.000Z,2023-09-22T03:49:55.000Z
178628963,2394375887,com.reddit.Reddit,false,false,false,2023-09-21T20:28:27.000Z,2023-09-21T20:28:27.000Z
178628963,2394375887,com.jetblue.jetBlueiPhone,false,false,false,2023-09-21T08:09:45.000Z,2023-09-21T08:09:45.000Z
178628963,2394375887,com.instructure.icanvas,false,false,false,2023-09-22T01:01:59.000Z,2023-09-22T01:01:59.000Z
178628963,2394375887,com.hammerandchisel.discord,false,false,false,2023-09-20T19:35:49.000Z,2023-09-20T19:35:49.000Z
178628963,2394375887,com.apple.Fitness,false,false,false,2023-09-21T20:13:16.000Z,2023-09-21T20:13:16.000Z
178628963,2394375887,com.chipotle.Chipotle,false,false,false,2023-09-23T15:11:30.000Z,2023-09-23T15:11:30.000Z
178628963,2394375887,com.sp0n.vigilante,false,false,false,2023-09-21T19:12:27.000Z,2023-09-21T19:12:27.000Z
178628963,2394375887,com.apple.Preferences,false,false,false,2023-09-25T06:43:01.000Z,2023-09-25T06:43:01.000Z
178628963,2394375887,com.apple.Passbook,false,false,false,2023-09-20T19:35:49.000Z,2023-09-20T19:35:49.000Z
178628963,2394375887,com.anchorfree.hss,false,false,false,2023-09-23T23:23:21.000Z,2023-09-23T23:23:21.000Z
178628963,2394375887,com.apple.mobilenotes,false,false,false,2023-09-21T08:09:45.000Z,2023-09-21T08:09:45.000Z
178628963,2394375887,com.apple.ScreenTimeNotifications,false,false,false,2023-09-21T18:26:55.000Z,2023-09-21T18:26:55.000Z
178628963,2394375887,com.apple.findmy,false,false,false,2023-09-21T08:09:45.000Z,2023-09-21T08:09:45.000Z
178628963,2394375887,AlexisBarreyat.BeReal,false,false,false,2023-09-22T00:46:47.000Z,2023-09-22T00:46:47.000Z
178628963,2394375887,com.transact.mobileorder,false,false,false,2023-09-21T08:09:45.000Z,2023-09-21T08:09:45.000Z
178628963,2394375887,com.wbd.stream,false,false,false,2023-09-21T22:45:15.000Z,2023-09-21T22:45:15.000Z
