timestamp,Infrared to Red Signal Ratio
09/26/23 04:38:32,-2
09/26/23 04:39:32,1
09/26/23 04:40:32,1
09/26/23 04:41:32,3
09/26/23 04:42:33,-1
09/26/23 04:43:33,-3
09/26/23 04:44:33,0
09/26/23 04:45:33,-3
09/26/23 04:46:33,-5
09/26/23 04:47:33,0
09/26/23 04:48:33,0
09/26/23 04:49:34,3
09/26/23 04:50:34,1
09/26/23 04:51:35,7
09/26/23 04:52:35,-4
09/26/23 04:53:35,6
09/26/23 04:54:35,-1
09/26/23 04:55:35,3
09/26/23 04:56:36,-2
09/26/23 04:57:36,7
09/26/23 04:58:36,12
09/26/23 04:59:36,0
09/26/23 05:00:36,9
09/26/23 05:01:36,-1
09/26/23 05:02:37,11
09/26/23 05:03:37,-10
09/26/23 05:04:37,3
09/26/23 05:05:37,0
09/26/23 05:06:37,2
09/26/23 05:07:40,-40
09/26/23 05:08:40,52
09/26/23 05:09:40,0
09/26/23 05:10:41,-25
09/26/23 05:11:41,-61
09/26/23 05:12:41,6
09/26/23 05:13:41,0
09/26/23 05:14:41,14
09/26/23 05:15:41,4
09/26/23 05:16:41,30
09/26/23 05:17:42,-40
09/26/23 05:18:42,-2
09/26/23 05:19:42,0
09/26/23 05:20:42,29
09/26/23 05:21:42,7
09/26/23 05:22:44,4
09/26/23 05:23:44,1
09/26/23 05:24:44,0
09/26/23 05:25:44,-8
09/26/23 05:26:44,1
09/26/23 05:27:44,0
09/26/23 05:28:45,0
09/26/23 05:29:45,3
09/26/23 05:30:45,0
09/26/23 05:31:45,34
09/26/23 05:32:45,-17
09/26/23 05:33:45,14
09/26/23 05:34:45,7
09/26/23 05:35:46,4
09/26/23 05:36:46,3
09/26/23 05:37:49,0
09/26/23 05:38:49,4
09/26/23 05:39:49,9
09/26/23 05:40:49,3
09/26/23 05:41:49,-2
09/26/23 05:42:49,-1
09/26/23 05:43:50,-1
09/26/23 05:44:50,-2
09/26/23 05:45:50,-1
09/26/23 05:46:50,-6
09/26/23 05:47:50,0
09/26/23 05:48:50,2
09/26/23 05:49:50,-2
09/26/23 05:50:51,1
09/26/23 05:51:51,0
09/26/23 05:52:54,-12
09/26/23 05:53:54,-9
09/26/23 05:54:54,-3
09/26/23 05:55:54,-11
09/26/23 05:56:54,-3
09/26/23 05:57:55,-1
09/26/23 05:58:55,0
09/26/23 05:59:55,-4
09/26/23 06:00:55,0
09/26/23 06:01:55,0
09/26/23 06:02:55,-1
09/26/23 06:03:55,0
09/26/23 06:04:56,-1
09/26/23 06:05:56,-10
09/26/23 06:06:56,0
09/26/23 06:07:58,-8
09/26/23 06:08:58,-8
09/26/23 06:09:58,-15
09/26/23 06:10:58,0
09/26/23 06:11:58,0
09/26/23 06:12:59,-1
09/26/23 06:13:59,-2
09/26/23 06:14:59,5
09/26/23 06:15:59,6
09/26/23 06:16:59,-3
09/26/23 06:17:59,27
09/26/23 06:18:59,-19
09/26/23 06:20:00,0
09/26/23 06:21:00,0
09/26/23 06:22:00,-2
09/26/23 06:23:02,-2
09/26/23 06:24:02,-2
09/26/23 06:25:02,-17
09/26/23 06:26:02,6
09/26/23 06:27:03,-1
09/26/23 06:28:03,-1
09/26/23 06:29:03,0
09/26/23 06:30:03,18
09/26/23 06:31:03,0
09/26/23 06:32:03,0
09/26/23 06:33:04,-1
09/26/23 06:34:04,-1
09/26/23 06:35:04,0
09/26/23 06:36:04,2
09/26/23 06:37:04,-1
09/26/23 06:38:06,-1
09/26/23 06:39:06,-1
09/26/23 06:40:06,-1
09/26/23 06:41:06,0
09/26/23 06:42:07,4
09/26/23 06:43:07,6
09/26/23 06:44:07,4
09/26/23 06:45:07,40
09/26/23 06:46:07,-26
09/26/23 06:47:07,13
09/26/23 06:48:07,3
09/26/23 06:49:08,0
09/26/23 06:50:08,5
09/26/23 06:51:08,-2
09/26/23 06:52:08,-1
09/26/23 06:53:09,2
09/26/23 06:54:09,0
09/26/23 06:55:10,1
09/26/23 06:56:10,-1
09/26/23 06:57:10,0
09/26/23 06:58:10,-11
09/26/23 06:59:10,1
09/26/23 07:00:10,2
09/26/23 07:01:11,-8
09/26/23 07:02:11,6
09/26/23 07:03:11,0
09/26/23 07:04:11,-1
09/26/23 07:05:11,1
09/26/23 07:06:11,-10
09/26/23 07:07:11,33
09/26/23 07:08:14,1
09/26/23 07:09:14,0
09/26/23 07:10:15,-33
09/26/23 07:11:15,17
09/26/23 07:12:15,-18
09/26/23 07:13:15,42
09/26/23 07:14:15,-27
09/26/23 07:15:15,6
09/26/23 07:16:15,1
09/26/23 07:17:16,1
09/26/23 07:18:16,-1
09/26/23 07:19:16,1
09/26/23 07:20:16,-2
09/26/23 07:21:16,10
09/26/23 07:22:16,4
09/26/23 07:23:16,0
09/26/23 07:24:18,1
09/26/23 07:25:18,0
09/26/23 07:26:19,13
09/26/23 07:27:19,3
09/26/23 07:28:19,0
09/26/23 07:29:19,-1
09/26/23 07:30:19,38
09/26/23 07:31:19,2
09/26/23 07:32:20,18
09/26/23 07:33:20,-1
09/26/23 07:34:20,-1
09/26/23 07:35:20,-12
09/26/23 07:36:20,-22
09/26/23 07:37:20,-2
09/26/23 07:38:20,-2
09/26/23 07:39:24,1
09/26/23 07:40:24,0
09/26/23 07:41:24,-1
09/26/23 07:42:24,-1
09/26/23 07:43:24,-1
09/26/23 07:44:25,0
09/26/23 07:45:25,0
09/26/23 07:46:25,1
09/26/23 07:47:25,-10
09/26/23 07:48:25,1
09/26/23 07:49:25,-4
09/26/23 07:50:25,-6
09/26/23 07:51:26,13
09/26/23 07:52:26,-1
09/26/23 07:53:26,0
09/26/23 07:54:27,-4
09/26/23 07:55:28,3
09/26/23 07:56:28,0
09/26/23 07:57:28,-2
09/26/23 07:58:28,-9
09/26/23 07:59:28,5
09/26/23 08:00:28,-7
09/26/23 08:01:28,-6
09/26/23 08:02:29,0
09/26/23 08:03:29,-1
09/26/23 08:04:29,14
09/26/23 08:05:29,8
09/26/23 08:06:29,-1
09/26/23 08:07:29,-2
09/26/23 08:08:29,5
09/26/23 08:09:32,-1
09/26/23 08:10:32,-1
09/26/23 08:11:32,-1
09/26/23 08:12:33,0
09/26/23 08:13:33,7
09/26/23 08:14:33,2
09/26/23 08:15:33,1
09/26/23 08:16:33,1
09/26/23 08:17:33,-1
09/26/23 08:18:33,-2
09/26/23 08:19:34,0
09/26/23 08:20:34,2
09/26/23 08:21:34,-1
09/26/23 08:22:34,13
09/26/23 08:23:34,0
09/26/23 08:24:36,0
09/26/23 08:25:36,-1
09/26/23 08:26:36,0
09/26/23 08:27:36,-1
09/26/23 08:28:37,3
09/26/23 08:29:37,-11
09/26/23 08:30:37,0
09/26/23 08:31:37,-1
09/26/23 08:32:37,-1
09/26/23 08:33:37,3
09/26/23 08:34:37,-1
09/26/23 08:35:38,-1
09/26/23 08:36:38,-1
09/26/23 08:37:38,-5
09/26/23 08:38:38,0
09/26/23 08:39:39,2
09/26/23 08:40:39,0
09/26/23 08:41:39,7
09/26/23 08:42:40,-3
09/26/23 08:43:40,1
09/26/23 08:44:40,-2
09/26/23 08:45:40,9
09/26/23 08:46:40,0
09/26/23 08:47:40,0
09/26/23 08:48:40,3
09/26/23 08:49:41,2
09/26/23 08:50:41,0
09/26/23 08:51:41,3
09/26/23 08:52:41,-7
09/26/23 08:53:41,-8
09/26/23 08:54:45,6
09/26/23 08:55:45,-2
09/26/23 08:56:45,-4
09/26/23 08:57:45,-4
09/26/23 08:58:45,-3
09/26/23 08:59:45,4
09/26/23 09:00:45,21
09/26/23 09:01:46,-38
09/26/23 09:02:46,1
09/26/23 09:03:46,-61
09/26/23 09:04:46,0
09/26/23 09:05:46,-45
09/26/23 09:06:46,-11
09/26/23 09:07:47,-1
09/26/23 09:08:47,-21
09/26/23 09:09:49,-31
09/26/23 09:10:49,4
09/26/23 09:11:49,-4
09/26/23 09:12:49,0
09/26/23 09:13:49,27
09/26/23 09:14:49,14
09/26/23 09:15:49,-9
09/26/23 09:16:50,-1
09/26/23 09:17:55,8
09/26/23 09:18:55,26
09/26/23 09:19:56,0
09/26/23 09:20:56,0
09/26/23 09:34:31,5
09/26/23 09:35:32,-1
09/26/23 09:36:32,0
09/26/23 09:37:32,24
09/26/23 09:38:35,13
09/26/23 09:39:35,-3
09/26/23 09:40:35,-33
09/26/23 09:41:36,-1
