timestamp,Infrared to Red Signal Ratio
09/24/23 06:06:05,0
09/24/23 06:07:05,3
09/24/23 06:08:05,-1
09/24/23 06:09:05,-8
09/24/23 06:10:05,-1
09/24/23 06:11:06,-2
09/24/23 06:12:06,-2
09/24/23 06:13:06,-1
09/24/23 06:14:06,0
09/24/23 06:15:06,-2
09/24/23 06:16:06,-3
09/24/23 06:17:08,-1
09/24/23 06:18:08,-1
09/24/23 06:19:08,0
09/24/23 06:20:08,14
09/24/23 06:21:08,0
09/24/23 06:22:08,11
09/24/23 06:23:08,-7
09/24/23 06:24:09,-2
09/24/23 06:25:09,93
09/24/23 06:26:09,-1
09/24/23 06:27:09,0
09/24/23 06:28:09,13
09/24/23 06:29:09,0
09/24/23 06:30:10,-22
09/24/23 06:31:10,-6
09/24/23 06:32:10,-12
09/24/23 06:33:12,-3
09/24/23 06:34:12,37
09/24/23 06:35:12,-1
09/24/23 06:36:12,10
09/24/23 06:37:13,2
09/24/23 06:38:13,-1
09/24/23 06:39:13,2
09/24/23 06:40:13,-12
09/24/23 06:41:13,-16
09/24/23 06:42:13,-2
09/24/23 06:43:14,70
09/24/23 06:44:14,-10
09/24/23 06:45:14,-2
09/24/23 06:46:14,-2
09/24/23 06:47:14,-1
09/24/23 06:48:17,0
09/24/23 06:49:17,-41
09/24/23 06:50:17,0
09/24/23 06:51:17,-11
09/24/23 06:52:17,-1
09/24/23 06:53:18,-19
09/24/23 06:54:18,-2
09/24/23 06:55:18,26
09/24/23 06:56:18,3
09/24/23 06:57:18,-2
09/24/23 06:58:18,-5
09/24/23 06:59:19,4
09/24/23 07:00:19,11
09/24/23 07:01:19,-1
09/24/23 07:02:19,0
09/24/23 07:03:21,7
09/24/23 07:04:21,-1
09/24/23 07:05:21,-46
09/24/23 07:06:21,7
09/24/23 07:07:21,22
09/24/23 07:08:21,11
09/24/23 07:09:22,6
09/24/23 07:10:22,-1
09/24/23 07:11:22,25
09/24/23 07:12:22,-4
09/24/23 07:13:22,0
09/24/23 07:14:22,0
09/24/23 07:15:22,-1
09/24/23 07:16:23,0
09/24/23 07:17:23,-1
09/24/23 07:18:25,-1
09/24/23 07:19:25,-2
09/24/23 07:20:25,9
09/24/23 07:21:25,-4
09/24/23 07:22:25,0
09/24/23 07:23:25,-6
09/24/23 07:24:26,-2
09/24/23 07:25:26,-1
09/24/23 07:26:26,1
09/24/23 07:27:26,6
09/24/23 07:28:26,-1
09/24/23 07:29:26,-1
09/24/23 07:30:26,0
09/24/23 07:31:27,1
09/24/23 07:32:27,-2
09/24/23 07:33:29,-1
09/24/23 07:34:29,-3
09/24/23 07:35:29,43
09/24/23 07:36:30,6
09/24/23 07:37:30,23
09/24/23 07:38:30,7
09/24/23 07:39:30,0
09/24/23 07:40:30,-15
09/24/23 07:41:30,-1
09/24/23 07:42:30,0
09/24/23 07:43:31,-20
09/24/23 07:44:31,0
09/24/23 07:45:31,-1
09/24/23 07:46:31,12
09/24/23 07:47:31,-1
09/24/23 07:48:32,-8
09/24/23 07:49:32,-1
09/24/23 07:50:32,4
09/24/23 07:51:32,-3
09/24/23 07:52:32,10
09/24/23 07:53:33,-16
09/24/23 07:54:33,4
09/24/23 07:55:33,2
09/24/23 07:56:33,4
09/24/23 07:57:33,-1
09/24/23 07:58:33,4
09/24/23 07:59:33,-2
09/24/23 08:00:34,2
09/24/23 08:01:34,-2
09/24/23 08:02:34,25
09/24/23 08:03:39,12
09/24/23 08:04:39,1
09/24/23 08:05:39,-12
09/24/23 08:06:39,0
09/24/23 08:07:39,13
09/24/23 08:08:39,0
09/24/23 08:09:40,-3
09/24/23 08:10:40,5
09/24/23 08:11:40,3
09/24/23 08:12:40,-2
09/24/23 08:13:40,3
09/24/23 08:14:40,-3
09/24/23 08:15:41,-8
09/24/23 08:16:41,4
09/24/23 08:17:41,0
09/24/23 08:18:43,4
09/24/23 08:19:43,0
09/24/23 08:20:43,0
09/24/23 08:21:44,1
09/24/23 08:22:44,-3
09/24/23 08:23:44,0
09/24/23 08:24:44,7
09/24/23 08:25:44,-3
09/24/23 08:26:44,-17
09/24/23 08:27:45,21
09/24/23 08:28:45,-1
09/24/23 08:29:45,3
09/24/23 08:30:45,-1
09/24/23 08:31:45,8
09/24/23 08:32:45,0
09/24/23 08:33:45,-4
09/24/23 08:34:46,-1
09/24/23 08:35:46,-6
09/24/23 08:36:46,-35
09/24/23 08:37:46,4
09/24/23 08:38:47,4
09/24/23 08:39:47,-1
09/24/23 08:40:47,0
09/24/23 08:41:47,-3
09/24/23 08:42:47,-28
09/24/23 08:43:47,-1
09/24/23 08:44:48,0
09/24/23 08:45:48,-6
09/24/23 08:46:48,-1
09/24/23 08:47:48,10
09/24/23 08:48:48,5
09/24/23 08:49:50,10
09/24/23 08:50:50,-1
09/24/23 08:51:50,11
09/24/23 08:52:50,28
09/24/23 08:53:50,1
09/24/23 08:54:51,-5
09/24/23 08:55:51,3
09/24/23 08:56:51,6
09/24/23 08:57:51,9
09/24/23 08:58:51,0
09/24/23 08:59:51,-2
09/24/23 09:00:51,25
09/24/23 09:01:52,-3
09/24/23 09:02:52,10
09/24/23 09:03:52,5
09/24/23 09:04:54,0
09/24/23 09:05:54,1
09/24/23 09:06:54,0
09/24/23 09:07:54,1
09/24/23 09:08:54,1
09/24/23 09:09:54,2
09/24/23 09:10:55,8
09/24/23 09:11:55,7
09/24/23 09:12:55,0
09/24/23 09:13:55,8
09/24/23 09:14:55,0
09/24/23 09:15:55,-1
09/24/23 09:16:55,4
09/24/23 09:17:56,2
09/24/23 09:18:56,0
09/24/23 09:19:57,4
09/24/23 09:20:57,0
09/24/23 09:21:57,8
09/24/23 09:22:57,13
09/24/23 09:23:57,1
09/24/23 09:24:57,2
09/24/23 09:25:58,-3
09/24/23 09:26:58,-1
09/24/23 09:27:58,3
09/24/23 09:28:58,3
09/24/23 09:29:58,-10
09/24/23 09:30:58,0
09/24/23 09:31:58,-1
09/24/23 09:32:59,-16
09/24/23 09:33:59,-1
09/24/23 16:08:31,2
09/24/23 16:09:31,20
09/24/23 16:10:34,-2
09/24/23 16:11:35,4
09/24/23 16:12:35,1
09/24/23 16:13:35,0
09/24/23 16:14:35,8
09/24/23 16:15:35,-5
09/24/23 16:16:35,0
09/24/23 16:17:36,0
09/24/23 16:18:39,-1
09/24/23 16:19:42,15
09/24/23 16:20:42,5
09/24/23 16:21:42,0
09/24/23 16:22:42,0
