timestamp,Infrared to Red Signal Ratio
09/21/23 06:43:46,-1
09/21/23 06:44:46,21
09/21/23 06:45:47,9
09/21/23 06:46:47,-1
09/21/23 06:47:47,1
09/21/23 06:48:47,3
09/21/23 06:49:47,5
09/21/23 06:50:47,1
09/21/23 06:51:48,0
09/21/23 06:52:48,0
09/21/23 06:53:48,3
09/21/23 06:54:48,-1
09/21/23 06:55:48,-1
09/21/23 06:56:48,0
09/21/23 06:57:50,4
09/21/23 06:58:50,1
09/21/23 06:59:50,52
09/21/23 07:00:50,31
09/21/23 07:01:50,-1
09/21/23 07:02:50,2
09/21/23 07:03:51,-3
09/21/23 07:04:51,-1
09/21/23 07:05:51,-11
09/21/23 07:06:51,-5
09/21/23 07:07:51,0
09/21/23 07:08:51,0
09/21/23 07:09:51,-5
09/21/23 07:10:52,1
09/21/23 07:11:52,30
09/21/23 07:12:53,-2
09/21/23 07:13:53,-7
09/21/23 07:14:53,1
09/21/23 07:15:54,-7
09/21/23 07:16:54,0
09/21/23 07:17:54,8
09/21/23 07:18:54,-12
09/21/23 07:19:54,5
09/21/23 07:20:54,5
09/21/23 07:21:55,11
09/21/23 07:22:55,0
09/21/23 07:23:55,-24
09/21/23 07:24:55,0
09/21/23 07:25:55,-4
09/21/23 07:26:55,0
09/21/23 07:27:58,5
09/21/23 07:28:58,-3
09/21/23 07:29:58,5
09/21/23 07:30:59,-4
09/21/23 07:31:59,2
09/21/23 07:32:59,11
09/21/23 07:33:59,3
09/21/23 07:34:59,-3
09/21/23 07:35:59,-1
09/21/23 07:36:59,8
09/21/23 07:38:00,-5
09/21/23 07:39:00,4
09/21/23 07:40:00,10
09/21/23 07:41:00,5
09/21/23 07:42:00,2
09/21/23 07:43:01,-1
09/21/23 07:44:01,4
09/21/23 07:45:01,-3
09/21/23 07:46:01,0
09/21/23 07:47:01,1
09/21/23 07:48:01,-2
09/21/23 07:49:02,-1
09/21/23 07:50:02,-1
09/21/23 07:51:02,18
09/21/23 07:52:02,-1
09/21/23 07:53:02,-9
09/21/23 07:54:02,-8
09/21/23 07:55:02,20
09/21/23 07:56:03,-1
09/21/23 07:57:03,-1
09/21/23 07:58:05,0
09/21/23 07:59:05,-1
09/21/23 08:00:05,5
09/21/23 08:01:05,-10
09/21/23 08:02:05,-6
09/21/23 08:03:05,-17
09/21/23 08:04:05,0
09/21/23 08:05:06,-7
09/21/23 08:06:06,-4
09/21/23 08:07:06,0
09/21/23 08:08:06,4
09/21/23 08:09:06,9
09/21/23 08:10:06,0
09/21/23 08:11:06,10
09/21/23 08:12:07,21
09/21/23 08:13:08,0
09/21/23 08:14:08,0
09/21/23 08:15:09,0
09/21/23 08:16:09,-6
09/21/23 08:17:09,-1
09/21/23 08:18:09,-1
09/21/23 08:19:09,1
09/21/23 08:20:09,-1
09/21/23 08:21:09,46
09/21/23 08:22:10,5
09/21/23 08:23:10,86
09/21/23 08:24:10,0
09/21/23 08:25:10,1
09/21/23 08:26:10,0
09/21/23 08:27:10,-12
09/21/23 08:28:16,-2
09/21/23 08:29:16,-17
09/21/23 08:30:16,47
09/21/23 08:31:16,-1
09/21/23 08:32:16,-3
09/21/23 08:33:16,46
09/21/23 08:34:17,10
09/21/23 08:35:17,1
09/21/23 08:36:17,13
09/21/23 08:37:17,2
09/21/23 08:38:17,49
09/21/23 08:39:17,41
09/21/23 08:40:18,32
09/21/23 08:41:18,54
09/21/23 08:42:18,0
09/21/23 08:43:18,0
09/21/23 08:44:20,-2
09/21/23 08:45:20,91
09/21/23 08:46:20,72
09/21/23 08:47:20,-5
09/21/23 08:48:21,50
09/21/23 08:49:21,4
09/21/23 08:50:21,42
09/21/23 08:51:21,-21
09/21/23 08:52:21,7
09/21/23 08:53:21,9
09/21/23 08:54:21,3
09/21/23 08:55:22,0
09/21/23 08:56:22,22
09/21/23 08:57:22,48
09/21/23 08:58:22,48
09/21/23 08:59:24,-2
09/21/23 09:00:24,21
09/21/23 09:01:24,18
09/21/23 09:02:24,-1
09/21/23 09:03:24,0
09/21/23 09:04:25,3
09/21/23 09:05:25,5
09/21/23 09:06:25,-16
09/21/23 09:07:25,-10
09/21/23 09:08:25,-1
09/21/23 09:09:25,-21
09/21/23 09:10:26,-1
09/21/23 09:11:26,22
09/21/23 09:12:26,2
09/21/23 09:13:26,13
09/21/23 09:14:28,23
09/21/23 09:15:29,1
09/21/23 09:16:29,17
09/21/23 09:17:29,33
09/21/23 09:18:29,52
09/21/23 09:19:29,0
09/21/23 09:20:29,20
09/21/23 09:21:29,15
09/21/23 09:22:30,23
09/21/23 09:23:30,4
09/21/23 09:24:30,11
09/21/23 09:25:30,6
09/21/23 09:26:30,7
09/21/23 09:27:30,7
09/21/23 09:28:30,5
09/21/23 09:29:32,4
09/21/23 09:30:32,5
09/21/23 09:31:32,1
09/21/23 09:32:32,0
09/21/23 09:33:32,26
09/21/23 09:34:33,2
09/21/23 09:35:33,0
09/21/23 09:36:33,2
09/21/23 09:37:33,0
09/21/23 09:38:33,0
09/21/23 09:39:33,11
09/21/23 09:40:33,11
09/21/23 09:41:34,0
09/21/23 09:42:34,9
09/21/23 09:43:34,7
09/21/23 09:44:35,0
09/21/23 09:45:35,0
09/21/23 09:46:36,0
09/21/23 09:47:36,-1
09/21/23 09:48:36,1
09/21/23 09:49:36,26
09/21/23 09:50:36,6
09/21/23 09:51:36,0
09/21/23 09:52:36,-10
09/21/23 09:53:37,-25
09/21/23 09:54:37,-23
09/21/23 09:55:37,-17
09/21/23 09:56:37,-4
09/21/23 09:57:37,-2
09/21/23 09:58:37,0
09/21/23 09:59:39,-3
09/21/23 10:00:39,11
09/21/23 10:01:40,2
09/21/23 10:02:40,-1
09/21/23 10:03:40,-2
09/21/23 10:04:40,8
09/21/23 10:05:40,-11
09/21/23 10:06:40,-22
09/21/23 10:07:40,-10
09/21/23 10:08:41,4
09/21/23 10:09:41,-7
09/21/23 10:10:41,6
09/21/23 10:11:41,-24
09/21/23 10:12:41,4
09/21/23 10:13:41,-1
09/21/23 10:14:42,-34
09/21/23 10:15:42,-5
09/21/23 10:16:43,-18
09/21/23 10:17:43,-20
09/21/23 10:18:43,-2
09/21/23 10:19:43,-1
09/21/23 10:20:43,3
09/21/23 10:21:43,-23
09/21/23 10:22:44,-12
09/21/23 10:23:44,-7
09/21/23 10:24:44,0
09/21/23 10:25:44,-4
09/21/23 10:26:44,-26
09/21/23 10:27:44,-2
09/21/23 10:28:44,-26
09/21/23 10:29:46,-14
09/21/23 10:30:46,-1
09/21/23 10:31:46,0
09/21/23 10:32:46,-5
09/21/23 10:33:46,-8
09/21/23 10:34:46,-3
09/21/23 10:35:46,-3
09/21/23 10:36:47,1
09/21/23 10:37:47,-1
09/21/23 10:38:47,-10
09/21/23 10:39:47,-2
09/21/23 10:40:47,9
09/21/23 10:41:47,-4
09/21/23 10:42:47,0
09/21/23 10:43:48,2
09/21/23 10:44:49,-8
09/21/23 10:45:49,3
09/21/23 10:46:49,-1
09/21/23 10:47:49,1
09/21/23 10:48:50,24
09/21/23 10:49:50,0
09/21/23 10:50:50,-3
09/21/23 10:51:50,-6
09/21/23 10:52:50,0
09/21/23 10:53:50,0
09/21/23 10:54:50,0
09/21/23 10:55:51,4
09/21/23 10:56:51,-19
09/21/23 10:57:51,-1
09/21/23 10:58:51,0
09/21/23 11:44:01,7
