timestamp,Infrared to Red Signal Ratio
09/23/23 04:29:15,0
09/23/23 04:30:15,1
09/23/23 04:31:15,0
09/23/23 04:32:15,0
09/23/23 04:33:15,-1
09/23/23 04:34:15,0
09/23/23 04:35:15,0
09/23/23 04:36:16,3
09/23/23 04:37:16,-1
09/23/23 04:38:16,2
09/23/23 04:39:17,0
09/23/23 04:40:17,1
09/23/23 04:41:17,0
09/23/23 04:42:17,15
09/23/23 04:43:17,0
09/23/23 04:44:17,-5
09/23/23 04:45:18,0
09/23/23 04:46:18,0
09/23/23 04:47:18,2
09/23/23 04:48:18,-1
09/23/23 04:49:18,-75
09/23/23 04:50:18,-8
09/23/23 04:51:18,-9
09/23/23 04:52:19,-6
09/23/23 04:53:19,-3
09/23/23 04:54:19,9
09/23/23 04:55:20,-8
09/23/23 04:56:20,0
09/23/23 04:57:20,-1
09/23/23 04:58:20,-1
09/23/23 04:59:20,-8
09/23/23 05:00:20,-6
09/23/23 05:01:21,-1
09/23/23 05:02:21,-1
09/23/23 05:03:21,-1
09/23/23 05:04:21,0
09/23/23 05:05:21,0
09/23/23 05:06:21,-3
09/23/23 05:07:24,-2
09/23/23 05:08:24,-4
09/23/23 05:09:24,-16
09/23/23 05:10:25,-1
09/23/23 05:11:25,1
09/23/23 05:12:25,-16
09/23/23 05:13:25,-26
09/23/23 05:14:25,0
09/23/23 05:15:25,-4
09/23/23 05:16:26,-8
09/23/23 05:17:26,-8
09/23/23 05:18:26,2
09/23/23 05:19:26,-3
09/23/23 05:20:26,-1
09/23/23 05:21:26,-12
09/23/23 05:22:29,-17
09/23/23 05:23:30,-8
09/23/23 05:24:30,-17
09/23/23 05:25:30,-73
09/23/23 05:26:30,-85
09/23/23 05:27:30,-71
09/23/23 05:28:30,3
09/23/23 05:29:31,-51
09/23/23 05:30:31,-48
09/23/23 05:31:31,-27
09/23/23 05:32:31,-2
09/23/23 05:33:31,-28
09/23/23 05:34:31,-23
09/23/23 05:35:31,-4
09/23/23 05:36:32,-69
09/23/23 05:37:32,-8
09/23/23 05:38:32,-10
09/23/23 05:39:32,-56
09/23/23 05:40:32,-1
09/23/23 05:41:33,-40
09/23/23 05:42:33,-13
09/23/23 05:43:33,-2
09/23/23 05:44:33,-45
09/23/23 05:45:33,0
09/23/23 05:46:33,0
09/23/23 05:47:33,-3
09/23/23 05:48:34,-10
09/23/23 05:49:34,5
09/23/23 05:50:34,-4
09/23/23 05:51:34,-7
09/23/23 05:52:34,-1
09/23/23 05:53:38,-1
09/23/23 05:54:38,-10
09/23/23 05:55:38,12
09/23/23 05:56:38,-4
09/23/23 05:57:38,-71
09/23/23 05:58:38,25
09/23/23 05:59:39,0
09/23/23 06:00:39,-21
09/23/23 06:01:39,-1
09/23/23 06:02:39,-26
09/23/23 06:03:39,-1
09/23/23 06:04:39,1
09/23/23 06:05:39,0
09/23/23 06:06:40,1
09/23/23 06:07:40,0
09/23/23 06:08:44,-39
09/23/23 06:09:44,-4
09/23/23 06:10:44,5
09/23/23 06:11:44,0
09/23/23 06:12:44,-1
09/23/23 06:13:44,0
09/23/23 06:14:45,1
09/23/23 06:15:45,-11
09/23/23 06:16:45,-4
09/23/23 06:17:45,-11
09/23/23 06:18:45,-6
09/23/23 06:19:45,0
09/23/23 06:20:45,1
09/23/23 06:21:46,0
09/23/23 06:22:46,-29
09/23/23 06:23:47,-1
09/23/23 06:24:47,1
09/23/23 06:25:48,5
09/23/23 06:26:48,-1
09/23/23 06:27:48,0
09/23/23 06:28:48,54
09/23/23 06:29:48,-22
09/23/23 06:30:48,18
09/23/23 06:31:49,0
09/23/23 06:32:49,9
09/23/23 06:33:49,0
09/23/23 06:34:49,-7
09/23/23 06:35:49,-5
09/23/23 06:36:49,0
09/23/23 06:37:49,-4
09/23/23 06:38:51,-19
09/23/23 06:39:51,3
09/23/23 06:40:52,-27
09/23/23 06:41:52,-17
09/23/23 06:42:52,-2
09/23/23 06:43:52,-1
09/23/23 06:44:52,-14
09/23/23 06:45:52,-1
09/23/23 06:46:52,30
09/23/23 06:47:53,0
09/23/23 06:48:53,23
09/23/23 06:49:53,26
09/23/23 06:50:53,7
09/23/23 06:51:53,10
09/23/23 06:52:53,-33
09/23/23 06:53:56,0
09/23/23 06:54:56,0
09/23/23 06:55:56,-4
09/23/23 06:56:56,-3
09/23/23 06:57:57,0
09/23/23 06:58:57,-5
09/23/23 06:59:57,-2
09/23/23 07:00:57,7
09/23/23 07:01:57,-7
09/23/23 07:02:57,-7
09/23/23 07:03:57,-3
09/23/23 07:04:58,-35
09/23/23 07:05:58,-13
09/23/23 07:06:58,-1
09/23/23 07:07:58,25
09/23/23 07:09:01,28
09/23/23 07:10:01,4
09/23/23 07:11:01,4
09/23/23 07:12:01,38
09/23/23 07:13:01,1
09/23/23 07:14:01,33
09/23/23 07:15:02,2
09/23/23 07:16:02,28
09/23/23 07:17:02,67
09/23/23 07:18:02,-6
09/23/23 07:19:02,41
09/23/23 07:20:02,4
09/23/23 07:21:03,0
09/23/23 07:22:03,20
09/23/23 07:23:03,16
09/23/23 07:24:03,39
09/23/23 07:25:03,0
09/23/23 07:26:03,-4
09/23/23 07:27:04,-1
09/23/23 07:28:04,-19
09/23/23 07:29:04,12
09/23/23 07:30:04,-17
09/23/23 07:31:04,-2
09/23/23 07:32:04,-6
09/23/23 07:33:04,-24
09/23/23 07:34:05,4
09/23/23 07:35:05,0
09/23/23 07:36:05,3
09/23/23 07:37:05,11
09/23/23 07:38:05,-4
09/23/23 07:39:07,4
09/23/23 07:40:07,12
09/23/23 07:41:07,-52
09/23/23 07:42:07,-22
09/23/23 07:43:08,19
09/23/23 07:44:08,-15
09/23/23 07:45:08,0
09/23/23 07:46:08,6
09/23/23 07:47:08,-2
09/23/23 07:48:08,-13
09/23/23 07:49:08,-1
09/23/23 07:50:09,-1
09/23/23 07:51:09,0
09/23/23 07:52:09,1
09/23/23 07:53:09,2
09/23/23 07:54:11,17
09/23/23 07:55:11,0
09/23/23 07:56:11,0
09/23/23 07:57:11,32
09/23/23 07:58:11,0
09/23/23 07:59:11,2
09/23/23 08:00:12,3
09/23/23 08:01:12,-5
09/23/23 08:02:12,-1
09/23/23 08:03:12,50
09/23/23 08:04:12,15
09/23/23 08:05:12,-1
09/23/23 08:06:12,-2
09/23/23 08:07:13,10
09/23/23 08:08:13,0
09/23/23 08:09:13,-1
09/23/23 08:10:15,29
09/23/23 08:11:15,-4
09/23/23 08:12:15,-1
09/23/23 08:13:16,1
09/23/23 08:14:16,3
09/23/23 08:15:16,-1
09/23/23 08:16:16,0
09/23/23 08:17:16,0
09/23/23 08:18:16,0
09/23/23 08:19:16,1
09/23/23 08:20:17,1
09/23/23 08:21:17,6
09/23/23 08:22:17,0
09/23/23 08:23:17,-10
09/23/23 08:24:17,-19
09/23/23 08:25:18,-1
09/23/23 08:26:19,0
09/23/23 08:27:19,0
09/23/23 08:28:19,-3
09/23/23 08:29:19,36
09/23/23 08:30:19,-19
09/23/23 08:31:19,-1
09/23/23 08:32:20,-2
09/23/23 08:33:20,30
09/23/23 08:34:20,-2
09/23/23 08:35:20,-2
09/23/23 08:36:20,1
09/23/23 08:37:20,-1
09/23/23 08:38:20,6
09/23/23 08:39:21,-4
09/23/23 08:40:21,-24
09/23/23 08:41:21,-17
09/23/23 08:42:22,0
09/23/23 08:43:22,9
09/23/23 08:44:22,1
09/23/23 08:45:22,-1
09/23/23 08:46:22,2
09/23/23 08:47:22,0
09/23/23 08:48:22,-22
09/23/23 08:49:23,-24
09/23/23 08:50:23,-3
09/23/23 08:51:23,-13
09/23/23 08:52:23,37
09/23/23 08:53:23,0
09/23/23 08:54:23,9
09/23/23 08:55:27,-1
09/23/23 08:56:27,0
09/23/23 08:57:27,-4
09/23/23 08:58:27,-14
09/23/23 08:59:27,0
09/23/23 09:00:27,-1
09/23/23 09:01:27,-6
